"mk.id" "chr" "cM"
"13145" "PZE-102182682" 2 121.4
"13137" "PZE-102182205" 2 121.5
"13150" "PZE-102183090" 2 121.6
"13161" "PZE-102183628" 2 122.5
"13172" "PZE-102184263" 2 122.7
"13171" "PZE-102184262" 2 122.7
"13151" "PZE-102183145" 2 122.7
"13162" "PZE-102183761" 2 123
"13179" "PZE-102184388" 2 123.3
"13167" "PZE-102184104" 2 123.4
"13187" "PZE-102184485" 2 123.5
"13186" "PZE-102184436" 2 123.9
"13184" "PZE-102184405" 2 124.3
"13191" "PZE-102184611" 2 124.3
"13188" "PZE-102184503" 2 125
"13211" "PZE-102185494" 2 125.1
"13220" "PZE-102186112" 2 125.2
"13205" "PZE-102185353" 2 125.2
"13221" "PZE-102186160" 2 125.2
"13206" "PZE-102185359" 2 125.2
"13193" "PZE-102184676" 2 125.3
"13228" "PZE-102186377" 2 125.4
"13212" "PZE-102185564" 2 125.4
"13219" "PZE-102186076" 2 125.4
"13217" "PZE-102185952" 2 125.5
"13201" "PZE-102185011" 2 125.6
"13207" "PZE-102185390" 2 125.7
"13216" "PZE-102185951" 2 125.8
"13196" "PZE-102184804" 2 125.8
"13231" "PZE-102186593" 2 125.8
"13241" "PZE-102186773" 2 126.6
"13239" "PZE-102186765" 2 127
"13218" "PZE-102185988" 2 127.3
"13223" "PZE-102186216" 2 127.7
"13235" "PZE-102186665" 2 127.8
"13214" "PZE-102185808" 2 128
"13222" "PZE-102186215" 2 128.4
"13242" "PZE-102186841" 2 128.7
"13236" "PZE-102186681" 2 128.8
"13252" "PZE-102187332" 2 129.1
"13258" "PZE-102187480" 2 129.3
"13254" "PZE-102187403" 2 129.3
"13253" "PZE-102187385" 2 129.3
"13267" "PZE-102188267" 2 129.5
"13261" "PZE-102187611" 2 130.2
"13263" "PZE-102187687" 2 130.5
"13276" "PZE-102189702" 2 130.6
"13271" "PZE-102189379" 2 130.6
"13274" "PZE-102189664" 2 130.6
"13272" "PZE-102189414" 2 131.8
"13270" "PZE-102189370" 2 132
"13273" "PZE-102189528" 2 132.3
"13283" "PZE-102191415" 2 133.3
"13282" "PZE-102191341" 2 133.6
"13289" "PZE-102192366" 2 134.4
"13290" "PZE-102192367" 2 134.7
"13291" "PZE-102192375" 2 134.7
"13288" "PZE-102192159" 2 134.8
"13285" "PZE-102191900" 2 134.9
"13300" "PZE-102192763" 2 136.3
"13294" "PZE-102192622" 2 136.4
"13301" "PZE-102192764" 2 136.6
"13292" "PZE-102192587" 2 136.7
"13306" "PZE-102192821" 2 136.7
"13293" "PZE-102192616" 2 136.7
"13308" "PZE-102192857" 2 136.8
"13295" "PZE-102192634" 2 136.8
"13307" "PZE-102192855" 2 136.8
"13316" "PZE-102193174" 2 136.9
"13305" "PZE-102192809" 2 136.9
"13315" "PZE-102193171" 2 136.9
"13299" "PZE-102192657" 2 136.9
"13298" "PZE-102192647" 2 137.1
"13334" "PZE-102194208" 2 137.1
"3517" "PZD00022.5" 2 137.4
"13337" "PZE-102194304" 2 137.4
"13327" "PZE-102194043" 2 137.5
"13333" "PZE-102194180" 2 137.6
"3515" "PZD00022.2" 2 137.6
"13329" "PZE-102194091" 2 137.6
"3514" "PZD00022.1" 2 137.7
"13303" "PZE-102192794" 2 137.8
"13331" "PZE-102194160" 2 137.8
"13332" "PZE-102194179" 2 137.8
"13336" "PZE-102194244" 2 137.8
"13302" "PZE-102192791" 2 137.8
"13313" "PZE-102193034" 2 137.9
"13346" "PZE-103000190" 3 0
"13347" "PZE-103000200" 3 0
"13348" "PZE-103000201" 3 0
"13349" "PZE-103000204" 3 0
"13351" "PZE-103000239" 3 0
"13353" "PZE-103000262" 3 0
"13355" "PZE-103000289" 3 0.1
"13352" "PZE-103000261" 3 0.1
"13354" "PZE-103000279" 3 0.1
"13359" "PZE-103000497" 3 0.5
"13356" "PZE-103000307" 3 0.5
"13358" "PZE-103000496" 3 0.5
"13365" "PZE-103000729" 3 0.7
"13361" "PZE-103000508" 3 0.8
"13360" "PZE-103000505" 3 0.8
"13357" "PZE-103000485" 3 0.9
"13370" "PZE-103000909" 3 1
"13371" "PZE-103000924" 3 1.2
"2183" "PZA00134.12" 3 1.5
"13375" "PZE-103001291" 3 2
"13385" "PZE-103001875" 3 2.5
"13384" "PZE-103001626" 3 2.5
"13383" "PZE-103001622" 3 2.5
"2422" "PZA00615.3" 3 2.8
"13386" "PZE-103001968" 3 3
"13394" "PZE-103003635" 3 5.4
"13388" "PZE-103003116" 3 5.6
"13395" "PZE-103005351" 3 7.5
"13393" "PZE-103003580" 3 7.5
"13399" "PZE-103006124" 3 7.8
"13397" "PZE-103005595" 3 8.9
"13396" "PZE-103005573" 3 9.1
"13407" "PZE-103007349" 3 9.5
"13403" "PZE-103006822" 3 10.3
"13410" "PZE-103008499" 3 11.2
"13405" "PZE-103006828" 3 12
"13415" "PZE-103009167" 3 12.1
"13401" "PZE-103006490" 3 12.2
"13416" "PZE-103009187" 3 13
"13402" "PZE-103006731" 3 13
"13412" "PZE-103008604" 3 14.8
"13411" "PZE-103008521" 3 16
"13432" "PZE-103011838" 3 16.1
"13413" "PZE-103008616" 3 16.2
"13437" "PZE-103012466" 3 16.9
"13418" "PZE-103009843" 3 17.7
"13428" "PZE-103011490" 3 17.8
"13429" "PZE-103011717" 3 18.1
"13427" "PZE-103011350" 3 18.3
"13422" "PZE-103010389" 3 18.6
"13438" "PZE-103012907" 3 19.1
"13458" "PZE-103014981" 3 19.7
"13420" "PZE-103010236" 3 20.3
"13414" "PZE-103008756" 3 20.7
"13462" "PZE-103015347" 3 21.1
"13433" "PZE-103011869" 3 22.6
"13453" "PZE-103014729" 3 23.8
"13441" "PZE-103013339" 3 23.8
"13460" "PZE-103015226" 3 23.9
"13443" "PZE-103013575" 3 24.2
"13482" "PZE-103016707" 3 24.6
"13442" "PZE-103013405" 3 25.1
"13471" "PZE-103015901" 3 25.6
"13423" "PZE-103010658" 3 26.1
"13470" "PZE-103015842" 3 26.2
"13463" "PZE-103015388" 3 26.5
"13500" "PZE-103018708" 3 27.3
"13488" "PZE-103017596" 3 27.6
"13431" "PZE-103011799" 3 27.7
"13454" "PZE-103014890" 3 27.9
"13496" "PZE-103018067" 3 28.4
"13489" "PZE-103017599" 3 28.5
"13436" "PZE-103012440" 3 28.6
"2149" "PZA-000749001" 3 28.8
"13450" "PZE-103014248" 3 28.9
"13495" "PZE-103018049" 3 29.3
"13486" "PZE-103017573" 3 29.3
"13498" "PZE-103018221" 3 29.6
"13522" "PZE-103020134" 3 30.3
"13483" "PZE-103016732" 3 31
"13490" "PZE-103017663" 3 31.3
"13493" "PZE-103017768" 3 31.4
"13492" "PZE-103017733" 3 31.5
"13518" "PZE-103019961" 3 31.6
"13504" "PZE-103018830" 3 31.8
"13550" "PZE-103021889" 3 31.8
"13536" "PZE-103021174" 3 32.2
"13506" "PZE-103018992" 3 32.8
"13505" "PZE-103018970" 3 32.8
"13515" "PZE-103019758" 3 32.9
"13465" "PZE-103015618" 3 33
"2761" "PZA03009.6" 3 33.1
"13508" "PZE-103019130" 3 33.2
"13507" "PZE-103019119" 3 33.2
"13509" "PZE-103019131" 3 33.2
"13510" "PZE-103019163" 3 33.3
"13543" "PZE-103021311" 3 33.4
"13544" "PZE-103021324" 3 33.5
"13519" "PZE-103020017" 3 33.8
"13564" "PZE-103022830" 3 33.9
"13566" "PZE-103022853" 3 33.9
"13567" "PZE-103023087" 3 34.2
"13574" "PZE-103023379" 3 34.4
"13553" "PZE-103022044" 3 34.6
"13551" "PZE-103021909" 3 35
"13561" "PZE-103022475" 3 35.2
"13565" "PZE-103022844" 3 35.2
"13552" "PZE-103022026" 3 35.5
"13558" "PZE-103022281" 3 35.5
"13560" "PZE-103022322" 3 35.7
"13546" "PZE-103021381" 3 35.7
"13569" "PZE-103023210" 3 35.7
"2760" "PZA03009.5" 3 35.8
"13514" "PZE-103019668" 3 36.4
"13501" "PZE-103018718" 3 36.4
"13532" "PZE-103020945" 3 36.6
"13555" "PZE-103022202" 3 37.2
"13556" "PZE-103022239" 3 37.3
"13499" "PZE-103018378" 3 37.4
"13568" "PZE-103023198" 3 37.5
"13638" "PZE-103025978" 3 38
"13527" "PZE-103020403" 3 38.1
"2867" "PZA03309.2" 3 38.2
"13617" "PZE-103025369" 3 38.3
"13616" "PZE-103025362" 3 38.3
"13511" "PZE-103019236" 3 38.5
"13554" "PZE-103022201" 3 38.5
"13609" "PZE-103025278" 3 38.6
"13640" "PZE-103026023" 3 38.7
"13587" "PZE-103023737" 3 38.7
"13641" "PZE-103026083" 3 38.7
"13589" "PZE-103023739" 3 38.7
"13557" "PZE-103022247" 3 38.7
"13503" "PZE-103018815" 3 38.9
"13627" "PZE-103025781" 3 39
"13608" "PZE-103025274" 3 39.2
"13599" "PZE-103024864" 3 39.6
"13674" "PZE-103027895" 3 40
"13620" "PZE-103025629" 3 40.1
"13628" "PZE-103025782" 3 40.2
"13670" "PZE-103027704" 3 40.2
"13598" "PZE-103024784" 3 40.4
"13655" "PZE-103026460" 3 40.4
"13517" "PZE-103019891" 3 40.5
"13652" "PZE-103026362" 3 40.7
"13639" "PZE-103026019" 3 40.7
"13754" "PZE-103032119" 3 40.9
"13702" "PZE-103029873" 3 41
"13662" "PZE-103026913" 3 41.1
"13656" "PZE-103026469" 3 41.2
"13595" "PZE-103024447" 3 41.3
"13668" "PZE-103027544" 3 41.3
"13750" "PZE-103032107" 3 41.5
"13752" "PZE-103032109" 3 41.5
"13708" "PZE-103030646" 3 41.6
"13647" "PZE-103026250" 3 41.7
"13603" "PZE-103024938" 3 41.7
"13604" "PZE-103024939" 3 41.7
"13619" "PZE-103025592" 3 41.8
"13648" "PZE-103026263" 3 41.9
"13657" "PZE-103026509" 3 42
"13768" "PZE-103032436" 3 42.3
"13765" "PZE-103032315" 3 42.4
"13675" "PZE-103027916" 3 42.5
"13654" "PZE-103026453" 3 42.5
"13690" "PZE-103028959" 3 42.5
"13693" "PZE-103029038" 3 42.5
"13665" "PZE-103027495" 3 42.6
"13632" "PZE-103025888" 3 42.7
"13727" "PZE-103031537" 3 43
"13728" "PZE-103031549" 3 43
"13731" "PZE-103031593" 3 43
"3401" "PZB01964.5" 3 43
"13726" "PZE-103031532" 3 43
"13864" "PZE-103036447" 3 43
"13678" "PZE-103028106" 3 43
"13855" "PZE-103036122" 3 43.1
"13824" "PZE-103035036" 3 43.1
"13685" "PZE-103028591" 3 43.1
"13851" "PZE-103036000" 3 43.1
"13850" "PZE-103035852" 3 43.1
"13910" "PZE-103038145" 3 43.2
"13742" "PZE-103031823" 3 43.2
"13688" "PZE-103028869" 3 43.2
"13704" "PZE-103029952" 3 43.3
"13823" "PZE-103034997" 3 43.3
"13778" "PZE-103033172" 3 43.3
"13865" "PZE-103036473" 3 43.5
"13732" "PZE-103031625" 3 43.6
"13759" "PZE-103032163" 3 43.7
"13769" "PZE-103032441" 3 43.7
"13785" "PZE-103033638" 3 43.8
"13994" "PZE-103041463" 3 43.8
"13723" "PZE-103031418" 3 43.8
"13968" "PZE-103040814" 3 43.8
"13827" "PZE-103035200" 3 43.9
"13703" "PZE-103029945" 3 43.9
"13826" "PZE-103035153" 3 43.9
"13700" "PZE-103029592" 3 44
"13767" "PZE-103032411" 3 44
"13786" "PZE-103033731" 3 44
"13699" "PZE-103029583" 3 44
"13981" "PZE-103041154" 3 44.1
"13787" "PZE-103033732" 3 44.1
"13831" "PZE-103035319" 3 44.1
"14140" "PZE-103045167" 3 44.1
"13830" "PZE-103035309" 3 44.1
"13689" "PZE-103028926" 3 44.1
"13918" "PZE-103038401" 3 44.2
"13907" "PZE-103038030" 3 44.2
"13733" "PZE-103031634" 3 44.2
"13705" "PZE-103029988" 3 44.2
"13649" "PZE-103026281" 3 44.3
"13931" "PZE-103038918" 3 44.3
"14131" "PZE-103044886" 3 44.3
"13788" "PZE-103033843" 3 44.3
"14108" "PZE-103044613" 3 44.4
"13766" "PZE-103032364" 3 44.5
"13758" "PZE-103032158" 3 44.5
"13952" "PZE-103040543" 3 44.5
"13926" "PZE-103038701" 3 44.5
"13858" "PZE-103036157" 3 44.8
"13844" "PZE-103035657" 3 44.8
"13841" "PZE-103035610" 3 44.8
"13736" "PZE-103031701" 3 44.8
"13798" "PZE-103034323" 3 44.8
"13840" "PZE-103035609" 3 44.8
"14272" "PZE-103048780" 3 44.8
"14180" "PZE-103046264" 3 44.9
"13707" "PZE-103030210" 3 44.9
"13832" "PZE-103035332" 3 44.9
"14168" "PZE-103045755" 3 45
"13893" "PZE-103037289" 3 45
"14066" "PZE-103043206" 3 45
"14181" "PZE-103046308" 3 45.1
"14191" "PZE-103046676" 3 45.1
"14109" "PZE-103044618" 3 45.1
"14253" "PZE-103048298" 3 45.1
"13903" "PZE-103037641" 3 45.2
"14169" "PZE-103045772" 3 45.2
"13861" "PZE-103036305" 3 45.3
"13775" "PZE-103032602" 3 45.3
"13863" "PZE-103036359" 3 45.3
"13943" "PZE-103040020" 3 45.3
"13860" "PZE-103036266" 3 45.3
"14132" "PZE-103044918" 3 45.3
"13776" "PZE-103032637" 3 45.4
"14171" "PZE-103045825" 3 45.4
"13806" "PZE-103034520" 3 45.4
"13692" "PZE-103029035" 3 45.4
"13809" "PZE-103034530" 3 45.4
"13836" "PZE-103035526" 3 45.4
"13677" "PZE-103028009" 3 45.4
"14344" "PZE-103050235" 3 45.4
"13817" "PZE-103034573" 3 45.5
"13847" "PZE-103035767" 3 45.5
"13848" "PZE-103035781" 3 45.5
"14183" "PZE-103046351" 3 45.5
"14223" "PZE-103047552" 3 45.5
"13963" "PZE-103040710" 3 45.5
"13846" "PZE-103035766" 3 45.5
"13673" "PZE-103027810" 3 45.5
"14016" "PZE-103042027" 3 45.6
"14317" "PZE-103049773" 3 45.6
"13894" "PZE-103037364" 3 45.6
"13896" "PZE-103037405" 3 45.6
"14316" "PZE-103049772" 3 45.6
"14257" "PZE-103048397" 3 45.7
"14256" "PZE-103048396" 3 45.7
"14259" "PZE-103048421" 3 45.7
"13720" "PZE-103031323" 3 45.7
"14260" "PZE-103048422" 3 45.7
"14261" "PZE-103048424" 3 45.7
"14258" "PZE-103048398" 3 45.7
"13718" "PZE-103031314" 3 45.7
"14533" "PZE-103055127" 3 45.8
"13780" "PZE-103033317" 3 45.8
"13937" "PZE-103039677" 3 45.9
"14091" "PZE-103044028" 3 45.9
"14144" "PZE-103045276" 3 45.9
"14107" "PZE-103044592" 3 45.9
"13834" "PZE-103035457" 3 45.9
"14089" "PZE-103044021" 3 45.9
"14090" "PZE-103044022" 3 45.9
"13828" "PZE-103035210" 3 45.9
"13979" "PZE-103041113" 3 46
"14244" "PZE-103048161" 3 46
"13924" "PZE-103038564" 3 46
"14146" "PZE-103045311" 3 46.1
"13916" "PZE-103038388" 3 46.1
"15186" "PZE-103067649" 3 46.1
"15100" "PZE-103065679" 3 46.1
"14427" "PZE-103053093" 3 46.1
"14434" "PZE-103053310" 3 46.1
"13919" "PZE-103038405" 3 46.1
"13845" "PZE-103035720" 3 46.1
"14409" "PZE-103052720" 3 46.1
"14424" "PZE-103053062" 3 46.1
"14293" "PZE-103049165" 3 46.1
"14265" "PZE-103048680" 3 46.1
"15189" "PZE-103067662" 3 46.1
"15097" "PZE-103065661" 3 46.2
"14990" "PZE-103063793" 3 46.2
"14549" "PZE-103055488" 3 46.2
"13800" "PZE-103034362" 3 46.2
"13820" "PZE-103034769" 3 46.2
"14387" "PZE-103052045" 3 46.2
"13761" "PZE-103032194" 3 46.2
"14176" "PZE-103046045" 3 46.2
"13904" "PZE-103037674" 3 46.2
"15135" "PZE-103066525" 3 46.3
"15121" "PZE-103066260" 3 46.3
"13966" "PZE-103040783" 3 46.3
"14539" "PZE-103055245" 3 46.3
"13803" "PZE-103034455" 3 46.3
"14560" "PZE-103055644" 3 46.3
"13801" "PZE-103034431" 3 46.3
"13812" "PZE-103034540" 3 46.3
"13709" "PZE-103030847" 3 46.3
"14544" "PZE-103055347" 3 46.3
"13804" "PZE-103034474" 3 46.3
"13811" "PZE-103034532" 3 46.3
"14365" "PZE-103051144" 3 46.3
"14550" "PZE-103055494" 3 46.3
"13849" "PZE-103035828" 3 46.3
"13743" "PZE-103031856" 3 46.4
"14543" "PZE-103055323" 3 46.4
"13716" "PZE-103031244" 3 46.4
"15010" "PZE-103064164" 3 46.5
"13747" "PZE-103031971" 3 46.5
"15013" "PZE-103064191" 3 46.5
"13605" "PZE-103024959" 3 46.5
"13866" "PZE-103036480" 3 46.5
"14562" "PZE-103055661" 3 46.5
"14623" "PZE-103056782" 3 46.5
"14852" "PZE-103060888" 3 46.5
"14348" "PZE-103050296" 3 46.5
"13713" "PZE-103031082" 3 46.6
"14025" "PZE-103042086" 3 46.6
"13714" "PZE-103031083" 3 46.6
"14021" "PZE-103042062" 3 46.6
"14326" "PZE-103049949" 3 46.6
"14325" "PZE-103049948" 3 46.6
"14020" "PZE-103042061" 3 46.6
"13885" "PZE-103037038" 3 46.6
"14963" "PZE-103063232" 3 46.6
"2265" "PZA00286.1" 3 46.6
"13715" "PZE-103031099" 3 46.6
"14568" "PZE-103055743" 3 46.6
"14237" "PZE-103048041" 3 46.6
"14026" "PZE-103042099" 3 46.6
"14598" "PZE-103056388" 3 46.7
"14590" "PZE-103056292" 3 46.7
"15214" "PZE-103068051" 3 46.7
"14124" "PZE-103044818" 3 46.7
"14127" "PZE-103044836" 3 46.7
"15221" "PZE-103068211" 3 46.7
"14027" "PZE-103042180" 3 46.7
"14028" "PZE-103042187" 3 46.7
"14138" "PZE-103045135" 3 46.7
"15128" "PZE-103066464" 3 46.7
"14594" "PZE-103056324" 3 46.7
"14554" "PZE-103055522" 3 46.7
"15222" "PZE-103068218" 3 46.7
"15108" "PZE-103065827" 3 46.7
"14123" "PZE-103044813" 3 46.7
"15096" "PZE-103065638" 3 46.7
"14591" "PZE-103056294" 3 46.7
"15213" "PZE-103068050" 3 46.7
"15234" "PZE-103068520" 3 46.7
"15223" "PZE-103068224" 3 46.7
"14604" "PZE-103056511" 3 46.7
"14630" "PZE-103056892" 3 46.8
"15157" "PZE-103066793" 3 46.8
"14162" "PZE-103045639" 3 46.8
"14628" "PZE-103056872" 3 46.8
"14959" "PZE-103063175" 3 46.8
"15115" "PZE-103066120" 3 46.8
"14653" "PZE-103057179" 3 46.8
"14958" "PZE-103063168" 3 46.8
"14840" "PZE-103060428" 3 46.8
"14838" "PZE-103060426" 3 46.8
"14957" "PZE-103063167" 3 46.8
"14629" "PZE-103056889" 3 46.8
"14658" "PZE-103057222" 3 46.8
"14221" "PZE-103047498" 3 46.8
"13762" "PZE-103032221" 3 46.8
"14735" "PZE-103058760" 3 46.9
"13738" "PZE-103031718" 3 46.9
"15182" "PZE-103067595" 3 46.9
"14847" "PZE-103060825" 3 46.9
"13905" "PZE-103037845" 3 46.9
"14739" "PZE-103058789" 3 46.9
"14697" "PZE-103057778" 3 46.9
"14851" "PZE-103060872" 3 46.9
"14792" "PZE-103059678" 3 46.9
"14726" "PZE-103058502" 3 46.9
"14437" "PZE-103053471" 3 46.9
"13737" "PZE-103031717" 3 46.9
"14844" "PZE-103060739" 3 46.9
"14843" "PZE-103060723" 3 46.9
"13945" "PZE-103040270" 3 46.9
"15210" "PZE-103068012" 3 47
"14375" "PZE-103051547" 3 47.1
"14918" "PZE-103062271" 3 47.1
"14010" "PZE-103041880" 3 47.1
"14294" "PZE-103049190" 3 47.1
"13664" "PZE-103027358" 3 47.1
"14300" "PZE-103049396" 3 47.1
"14622" "PZE-103056781" 3 47.2
"15418" "PZE-103073799" 3 47.2
"13760" "PZE-103032174" 3 47.2
"14962" "PZE-103063202" 3 47.2
"13825" "PZE-103035114" 3 47.2
"14166" "PZE-103045745" 3 47.2
"14895" "PZE-103061724" 3 47.2
"15008" "PZE-103064149" 3 47.2
"15212" "PZE-103068034" 3 47.3
"14401" "PZE-103052405" 3 47.3
"15228" "PZE-103068308" 3 47.3
"15232" "PZE-103068423" 3 47.3
"14774" "PZE-103059403" 3 47.3
"13782" "PZE-103033486" 3 47.4
"14571" "PZE-103055791" 3 47.4
"15101" "PZE-103065682" 3 47.4
"15103" "PZE-103065686" 3 47.4
"15277" "PZE-103069969" 3 47.4
"2424" "PZA00621.2" 3 47.4
"14839" "PZE-103060427" 3 47.4
"14624" "PZE-103056783" 3 47.4
"14338" "PZE-103050196" 3 47.5
"2259" "PZA-002742001" 3 47.5
"13980" "PZE-103041138" 3 47.5
"14339" "PZE-103050219" 3 47.5
"15014" "PZE-103064196" 3 47.5
"15081" "PZE-103065358" 3 47.5
"14978" "PZE-103063503" 3 47.5
"13744" "PZE-103031875" 3 47.5
"15084" "PZE-103065379" 3 47.5
"14346" "PZE-103050259" 3 47.5
"14347" "PZE-103050268" 3 47.5
"13884" "PZE-103037037" 3 47.5
"14342" "PZE-103050233" 3 47.5
"15019" "PZE-103064301" 3 47.5
"14343" "PZE-103050234" 3 47.5
"14182" "PZE-103046325" 3 47.5
"15004" "PZE-103064029" 3 47.5
"14341" "PZE-103050232" 3 47.5
"14337" "PZE-103050190" 3 47.5
"14340" "PZE-103050226" 3 47.5
"15250" "PZE-103069221" 3 47.5
"13975" "PZE-103041051" 3 47.5
"14334" "PZE-103050166" 3 47.5
"13964" "PZE-103040722" 3 47.5
"15127" "PZE-103066463" 3 47.5
"15036" "PZE-103064628" 3 47.5
"14345" "PZE-103050256" 3 47.5
"14147" "PZE-103045326" 3 47.6
"15472" "PZE-103075068" 3 47.6
"15475" "PZE-103075102" 3 47.6
"13842" "PZE-103035649" 3 47.6
"15460" "PZE-103074862" 3 47.6
"13739" "PZE-103031736" 3 47.6
"15018" "PZE-103064300" 3 47.6
"15482" "PZE-103075282" 3 47.6
"15485" "PZE-103075366" 3 47.6
"15490" "PZE-103075454" 3 47.6
"3176" "PZB00035.1" 3 47.6
"13900" "PZE-103037509" 3 47.6
"15496" "PZE-103075614" 3 47.6
"3235" "PZB00451.1" 3 47.6
"15486" "PZE-103075385" 3 47.6
"14151" "PZE-103045372" 3 47.6
"15449" "PZE-103074534" 3 47.7
"15163" "PZE-103067131" 3 47.7
"14245" "PZE-103048201" 3 47.7
"15329" "PZE-103071658" 3 47.7
"15317" "PZE-103071382" 3 47.7
"15318" "PZE-103071391" 3 47.7
"15495" "PZE-103075612" 3 47.7
"14246" "PZE-103048205" 3 47.7
"15326" "PZE-103071604" 3 47.7
"14385" "PZE-103052001" 3 47.7
"14120" "PZE-103044762" 3 47.7
"13891" "PZE-103037256" 3 47.8
"14573" "PZE-103055800" 3 47.8
"15457" "PZE-103074774" 3 47.8
"14788" "PZE-103059636" 3 47.8
"14880" "PZE-103061235" 3 47.9
"14879" "PZE-103061205" 3 47.9
"14868" "PZE-103061065" 3 47.9
"15541" "PZE-103076607" 3 47.9
"15556" "PZE-103077175" 3 47.9
"14643" "PZE-103057053" 3 48
"14827" "PZE-103060226" 3 48
"15576" "PZE-103077620" 3 48
"14232" "PZE-103047918" 3 48
"14642" "PZE-103057052" 3 48
"14097" "PZE-103044147" 3 48
"15170" "PZE-103067195" 3 48
"14826" "PZE-103060225" 3 48
"14588" "PZE-103056203" 3 48
"14626" "PZE-103056832" 3 48
"15216" "PZE-103068100" 3 48
"14866" "PZE-103061052" 3 48
"14128" "PZE-103044839" 3 48
"14785" "PZE-103059529" 3 48.1
"14773" "PZE-103059402" 3 48.1
"14819" "PZE-103060008" 3 48.1
"14771" "PZE-103059385" 3 48.1
"14315" "PZE-103049762" 3 48.1
"15006" "PZE-103064138" 3 48.1
"13779" "PZE-103033186" 3 48.1
"14772" "PZE-103059391" 3 48.1
"14775" "PZE-103059408" 3 48.1
"14777" "PZE-103059413" 3 48.1
"15009" "PZE-103064150" 3 48.1
"14820" "PZE-103060044" 3 48.1
"14783" "PZE-103059527" 3 48.1
"14776" "PZE-103059411" 3 48.1
"15153" "PZE-103066782" 3 48.2
"15323" "PZE-103071516" 3 48.2
"15598" "PZE-103078649" 3 48.2
"15333" "PZE-103071680" 3 48.2
"15158" "PZE-103066812" 3 48.2
"15609" "PZE-103078761" 3 48.2
"15607" "PZE-103078749" 3 48.2
"15464" "PZE-103074920" 3 48.2
"2271" "PZA00295.6" 3 48.2
"14404" "PZE-103052527" 3 48.2
"15448" "PZE-103074531" 3 48.2
"15330" "PZE-103071667" 3 48.2
"15413" "PZE-103073706" 3 48.2
"13961" "PZE-103040688" 3 48.3
"14814" "PZE-103059978" 3 48.3
"15369" "PZE-103072641" 3 48.3
"14157" "PZE-103045532" 3 48.3
"13838" "PZE-103035540" 3 48.3
"13839" "PZE-103035541" 3 48.3
"15334" "PZE-103071771" 3 48.3
"14977" "PZE-103063494" 3 48.4
"14973" "PZE-103063360" 3 48.4
"14092" "PZE-103044082" 3 48.4
"15416" "PZE-103073770" 3 48.4
"14967" "PZE-103063336" 3 48.4
"14972" "PZE-103063348" 3 48.4
"15640" "PZE-103079483" 3 48.4
"14982" "PZE-103063559" 3 48.4
"14801" "PZE-103059805" 3 48.4
"14970" "PZE-103063340" 3 48.4
"15017" "PZE-103064283" 3 48.4
"15649" "PZE-103079765" 3 48.4
"14969" "PZE-103063338" 3 48.4
"14976" "PZE-103063481" 3 48.4
"14989" "PZE-103063785" 3 48.4
"14093" "PZE-103044102" 3 48.4
"15432" "PZE-103074196" 3 48.5
"15401" "PZE-103073340" 3 48.5
"14541" "PZE-103055256" 3 48.5
"13911" "PZE-103038295" 3 48.5
"14572" "PZE-103055792" 3 48.5
"14538" "PZE-103055224" 3 48.5
"15440" "PZE-103074334" 3 48.5
"15512" "PZE-103075963" 3 48.5
"14529" "PZE-103055083" 3 48.5
"15444" "PZE-103074367" 3 48.5
"15224" "PZE-103068243" 3 48.5
"14542" "PZE-103055265" 3 48.5
"14561" "PZE-103055650" 3 48.5
"15446" "PZE-103074481" 3 48.5
"14536" "PZE-103055220" 3 48.5
"15665" "PZE-103080244" 3 48.5
"14540" "PZE-103055255" 3 48.5
"15185" "PZE-103067648" 3 48.5
"13852" "PZE-103036076" 3 48.6
"15220" "PZE-103068203" 3 48.6
"14995" "PZE-103063925" 3 48.6
"14170" "PZE-103045776" 3 48.6
"14372" "PZE-103051529" 3 48.6
"15461" "PZE-103074886" 3 48.6
"13857" "PZE-103036153" 3 48.6
"15362" "PZE-103072583" 3 48.6
"15540" "PZE-103076594" 3 48.6
"14172" "PZE-103045836" 3 48.6
"14994" "PZE-103063892" 3 48.6
"15156" "PZE-103066792" 3 48.7
"15161" "PZE-103066891" 3 48.7
"14638" "PZE-103057020" 3 48.7
"15154" "PZE-103066786" 3 48.7
"15456" "PZE-103074652" 3 48.7
"15159" "PZE-103066884" 3 48.7
"15112" "PZE-103066054" 3 48.7
"15266" "PZE-103069555" 3 48.7
"14687" "PZE-103057592" 3 48.7
"15151" "PZE-103066744" 3 48.7
"15357" "PZE-103072454" 3 48.7
"15355" "PZE-103072414" 3 48.7
"15155" "PZE-103066790" 3 48.7
"15150" "PZE-103066739" 3 48.7
"15149" "PZE-103066725" 3 48.7
"15160" "PZE-103066889" 3 48.7
"14961" "PZE-103063183" 3 48.8
"14236" "PZE-103048028" 3 48.8
"15350" "PZE-103072225" 3 48.8
"15002" "PZE-103063980" 3 48.8
"14997" "PZE-103063945" 3 48.8
"15354" "PZE-103072311" 3 48.8
"15353" "PZE-103072295" 3 48.8
"15442" "PZE-103074365" 3 48.8
"15352" "PZE-103072240" 3 48.8
"15001" "PZE-103063978" 3 48.8
"14177" "PZE-103046076" 3 48.8
"14113" "PZE-103044652" 3 48.9
"15430" "PZE-103074118" 3 48.9
"15394" "PZE-103073181" 3 48.9
"14110" "PZE-103044640" 3 48.9
"15393" "PZE-103073180" 3 48.9
